"","cra","aceE","phoB","cyoA","amtB","appY","citC","dpiB","dpiA","fur","modE","hcp","cydD","lrp","ihfB","aspC","hyaA","hyaB","hyaF","appB","appA","narL","hns","fnr","ydeO","ihfA","btsR","cirA","narP","iscR","gutM","rpoS","rpoD","exuT","mdh","fis","crp","rpoH","gadX","cspA","oxyR","soxS","dcuR","arcA"
"52",7.737816193,9.46993101,5.397214388,10.80073423,5.095438989,5.876193885,0.658882007,5.040524987,5.112221086,9.727720109,6.307199674,2.117283262,6.077211819,10.29250446,9.999507175,9.585261681,1.067429943,1.243261941,2.846125227,4.24585795,4.735788701,6.878909963,12.34265584,9.818485601,1.383144185,10.3898003,5.154146267,6.990105724,6.217795372,8.923657295,3.158969261,10.53861941,9.135532585,4.683749057,11.61729491,9.895227851,10.08383478,9.510801431,7.990445642,7.386294807,8.293208807,7.193512231,5.844270875,9.775408189
"53",8.319736454,11.00416238,5.654078538,11.83099946,4.205334812,4.883363377,0.321249964,4.936543855,5.000541108,9.711480472,6.234451089,2.123224219,6.254848831,10.04272397,10.22094805,10.47934882,0.772437696,1.46854427,2.027767614,3.035948148,4.373412735,6.495168718,12.20427176,9.97579967,2.63167647,10.17493065,6.960832017,7.706441998,6.428585704,8.866128578,2.615046717,10.99863821,9.103614338,4.19268423,12.47154509,9.165191639,10.42697707,9.285297121,7.531692692,5.943335267,8.173324182,7.288843264,6.590020809,9.308245987
"54",8.240489932,10.99864282,5.888851363,11.86609378,4.303910671,5.093168228,0.298838154,5.00704571,5.242022478,9.701379147,6.393532676,1.926937504,6.318155343,9.960049264,10.09726755,10.55975231,1.205981827,1.319060072,2.799949299,3.412378417,4.371884044,6.551447809,12.2555174,10.03924684,2.366430096,10.10865474,7.054882015,7.641480607,6.523077016,8.796407967,2.679507565,11.14913083,9.15029616,4.249118754,12.54809521,9.015633566,10.42574237,9.40549685,7.547458465,5.886077075,8.2624773,7.217994801,6.601342923,9.277891734
"55",5.674028604,11.23572993,5.183671973,9.69900834,3.530596852,2.814509274,0.776188007,4.89814993,4.643690381,9.018536799,6.339807055,1.715199812,4.711880662,8.515648873,8.863673024,8.907729272,2.458425313,3.235147982,3.291814369,5.405114231,6.132249862,7.955075361,12.07423894,9.585043954,6.411907668,10.64946768,3.333371371,9.59107951,4.265591571,8.914310497,1.922146134,11.79784098,10.20908031,6.083637367,10.33427057,6.359521582,9.012581542,10.10317389,10.43874257,4.026389763,7.073616492,5.340238747,5.41131733,11.74513377
"56",5.759316867,11.12237503,5.100658768,9.645604626,3.729548529,3.280138496,0.278462049,4.85825393,4.708659881,9.25865958,6.178241139,1.844948184,4.568074772,8.643952338,9.044671999,8.896587169,2.210053459,2.937983244,3.680587356,5.373473224,6.035136699,7.932674197,12.23842935,9.458952005,6.294486434,10.68076113,4.030084876,9.484417969,4.473227787,9.027616867,2.426526431,11.68500707,10.08728498,5.617245427,10.16804961,6.679172486,9.054545887,9.977803594,10.52462047,4.320631475,6.866186597,5.767328574,5.48608501,11.68371214
"57",7.228423325,10.9925791,4.939679845,11.10724481,2.783773959,5.971810292,0,4.346541825,5.017446632,10.08230695,6.079297743,1.055593585,6.007116068,10.35655731,10.06230647,9.729331923,1.37452292,1.453774046,2.854067757,4.520220169,4.604587894,7.711703505,12.01226668,9.463660208,1.971813302,10.64095431,4.720356761,4.505032769,6.065460105,8.53700396,2.570880098,9.549595614,8.740221716,3.095506515,11.5919297,9.891557842,9.873445878,8.172932744,9.178105131,13.34696296,7.279147825,6.944069619,5.855705115,9.738883324
"58",7.256726288,10.72081931,4.509097087,10.98142428,3.083214295,6.38419902,0,4.201606514,4.412321884,9.232168519,5.934841845,1.826458556,5.853954955,9.869053401,9.869079577,9.987506672,1.052785934,1.590424912,2.37936005,3.597427143,4.286512554,7.439493051,11.44268137,9.384090689,1.751010356,10.18796122,4.655526522,4.301543309,6.351635532,7.402935436,3.459586971,10.21594745,9.10886567,3.940085492,11.26056803,9.922201293,9.55956082,8.472870734,8.285716235,8.40268442,7.4740236,5.912842478,5.237329345,9.751047149
"59",7.409733632,10.70419794,4.722869815,10.98576977,3.241395272,5.92418432,0.446455049,4.045872726,4.545994831,9.213571547,5.815453561,2.007793716,5.899927488,10.11252566,9.871952003,9.880763811,1.441637722,1.715701256,2.241723737,4.12441054,4.503785635,7.264144709,11.42531908,9.06022021,2.231128386,10.34282493,4.492263154,4.356345755,6.303699836,6.70826817,3.19608155,10.07192968,8.938763048,4.174227864,11.16231584,10.09331517,9.724685511,8.484630667,8.41329985,8.481008351,7.47197587,5.337378262,5.655677812,9.800289125
"60",7.487580623,10.62689647,4.811077795,11.06091927,3.666154322,5.658079705,0,4.132414217,4.483733226,9.370811681,5.839904572,1.54077434,5.941626539,10.06177001,9.899285852,9.887079288,1.451721479,2.259940504,2.466032877,4.242822661,4.57287333,7.23642622,11.40143417,9.254904758,1.185007559,10.35465438,4.96930586,4.416664429,6.202071796,6.695341233,2.332827075,9.99947861,8.862763588,4.404860078,11.13708422,10.11284339,9.667787747,8.556470846,8.377122998,8.93418161,7.183300092,5.37039922,5.517768294,9.692255814
"61",7.515439031,10.59315528,4.939656713,11.01362335,3.855740341,5.518163452,0,3.393221355,4.104121049,9.324013704,6.078656339,1.825494395,5.897558984,10.08613502,9.98646353,9.84169361,0.955566301,2.078468817,2.70296382,4.140835372,4.705293608,7.076046915,11.30983064,9.303047458,2.360798663,10.37062342,5.016681572,4.359767145,6.255101053,6.510593454,3.819089921,10.00217214,8.829149698,4.103125244,11.08870357,10.01844332,9.602885693,8.535050707,8.287321459,8.951505235,7.427489199,5.429028888,5.387388805,9.747599533
"62",8.390575199,9.615890754,5.230683686,4.15147388,3.259795407,8.211769553,1.081898484,4.004985732,4.949286166,9.047673317,6.527368794,3.503148163,5.922854373,9.998301408,9.880979533,9.645718942,7.63157606,8.585356204,8.338927352,8.012223625,7.707567071,7.069876638,11.92721578,8.5203203,1.534227523,10.71081967,4.679699533,3.514486606,6.928308062,6.56098697,2.771859207,9.706226731,8.767494207,4.069047941,7.268903098,9.971336485,9.895517122,8.563179564,8.869586943,8.582392435,7.162605984,4.51445717,5.851441314,10.17957427
"63",8.721049346,9.6686891,5.034064807,5.005213537,4.348430512,7.526309873,0,4.851591646,5.469155564,8.742139743,6.657386516,4.082671154,6.444593868,10.04534544,9.705138433,9.86011923,8.611984763,9.239140917,8.85130655,8.884612954,8.036290256,6.685976126,11.58480272,8.408774002,0,10.66033874,4.597855135,3.69643751,6.865085881,6.842460603,2.74124381,9.866045435,8.777506124,4.236939391,7.310529048,9.618944688,9.739448632,8.556838461,8.645154337,8.314213124,7.698409979,5.498712229,6.050197802,9.985829682
"64",8.070199969,8.925447361,4.624520375,7.683807618,4.14059319,9.445203791,1.164373607,4.222288806,4.793675267,8.988307092,6.295912771,3.641390578,5.744951122,10.52266756,10.42556915,9.20265575,3.096372321,3.869273949,3.409884231,3.942124054,4.209167779,7.655800916,10.99258082,8.096670023,1.446023979,10.48167476,6.131138566,2.871716228,6.615148874,5.783755084,3.638731125,9.986751605,8.299406215,4.771716916,10.05781682,8.838246675,10.21667419,8.698302846,8.606214906,9.50667494,7.795153507,5.181176995,6.50282,9.67613094
"65",0.711390725,10.62950725,4.904566257,9.140496065,3.801531214,8.117030929,1.14393064,4.012723582,4.868170378,8.839662227,6.067564985,3.817955064,6.13186711,10.3370594,10.44704131,9.208316196,2.185718611,2.478295847,2.242536043,3.274579132,4.414223451,7.477489231,11.39374772,8.199082341,2.068128917,10.85534785,5.267898082,3.166535666,6.6859493,5.751324033,3.304652699,10.2557909,8.710512531,4.447217796,10.67072054,8.605837587,10.07374024,9.019336954,9.238065253,8.720001729,7.826054054,5.571719993,6.034859891,9.843718953
"66",1.224022238,10.67557792,4.605248638,9.106058602,3.779292089,8.107907262,1.181364602,4.24593651,4.988330943,8.851110032,6.15160424,3.756333669,6.142247714,10.42101208,10.39840796,9.184604779,2.650752484,2.151923644,2.586573139,3.70556629,4.594424536,7.623797648,11.42071676,8.246333789,1.793284348,10.83754391,5.313696789,3.163075501,6.625628218,5.938809331,2.798408791,10.24084751,8.741117187,4.410285666,10.65418517,8.558940498,10.02551563,9.098898311,9.223570194,8.467416014,7.84377248,5.753080227,6.00011717,9.835597144
"67",3.013132902,8.358498261,4.878087173,7.34513628,5.516259453,8.691109671,1.389752554,4.216411799,4.896362021,8.896015676,6.209227827,3.887158601,5.852037767,10.84568675,10.60718439,9.228829224,3.605599499,4.109908949,3.459093829,3.949155764,4.563714042,7.841914276,11.3413954,8.24621321,2.829852751,10.89513274,5.748151232,3.372483036,6.583380269,5.6886087,3.083469893,10.03189194,8.745364773,4.695661043,9.507198283,9.140031209,10.14840547,8.810639464,9.539019795,9.658538673,7.61203504,5.303908159,6.363428784,9.869288636
"68",8.032115345,10.56347821,4.697008723,9.062612344,4.55517125,6.969721911,0.286512113,4.239248447,4.883186648,9.048851883,6.480329339,4.155797143,6.37145442,9.840382859,9.933198831,9.539449349,2.307562717,2.486841025,2.742644782,3.133555349,4.149639241,7.070387086,10.83475405,8.353766496,0.687422946,10.50342573,5.96269652,3.338253098,6.749095528,6.564118116,3.830242841,10.03193587,8.632045437,4.38428824,10.24852434,8.419915808,10.13327908,8.888997887,6.156640221,9.504358217,8.078727282,5.297699892,5.955205725,9.827305445
"69",6.942225847,11.1341144,4.015935639,11.04313923,2.829245903,4.206048435,0,4.42850026,4.493724534,9.694449941,5.924589859,1.53717724,5.733400792,10.16503634,10.08540672,9.878232629,1.265806462,1.116735336,2.556729733,4.411099569,4.535165121,7.27255791,11.19690146,9.66273184,1.614390178,10.37371692,5.40791777,4.156996471,5.925803989,7.548528608,1.965399167,10.10660926,8.897905125,3.666521346,10.67849605,9.297402611,9.885030648,8.474510398,8.482962437,14.54811799,7.059413195,6.23307019,5.27873113,9.365828082
"70",7.531395111,11.99713616,4.978606257,11.16624012,5.135088193,7.72165191,0.642104296,4.219580034,4.691121514,9.299342557,6.23419473,1.776147287,5.719092984,10.0861966,9.988666026,9.848657603,1.869025339,2.265169413,2.708021467,4.22913374,4.793937495,7.18220362,11.72445941,9.339508867,2.929786041,10.66209275,5.19559006,3.457919896,6.605396997,7.236231757,2.842547108,10.40797411,8.726098866,3.856455608,11.40366035,9.910870272,10.13154964,8.439768765,8.914298694,9.146638863,7.473200754,6.185190779,5.662700131,9.770032096
"71",8.402631346,10.04635062,5.123430924,11.91350415,2.999614904,4.614275181,0,4.367317033,3.741180074,9.567324424,5.816257846,1.570971411,5.784647671,9.826623482,8.624248918,9.96798243,1.345407263,2.758977609,3.102738949,5.052527505,4.881207395,7.081258335,11.74564781,10.73410667,1.590102791,9.102120178,5.908031465,9.050718018,5.234211149,8.399077746,5.015342335,9.945017758,8.992675513,5.382477633,13.00403273,8.01711259,10.04404162,8.708640291,8.758442405,5.488972697,6.908726132,8.544312685,7.124900465,9.767715001
"72",8.524400263,10.14696437,4.947325662,11.92699293,3.03686676,4.219175861,0.856673429,4.217572832,3.765829457,9.480418901,5.803085694,1.622283941,5.655140758,9.633564527,8.804076948,9.912754958,2.024914209,2.754037548,2.808088187,5.065101453,4.923888642,7.125998105,11.7211318,10.66253025,1.365738239,9.286890608,5.694428334,9.120602736,4.926036763,8.255084926,4.838880564,9.870760802,8.94575885,5.273746575,13.06706973,8.216755227,9.905285934,8.650465412,8.685128219,4.902945511,6.978865973,8.697493554,7.165671345,9.722717623
"73",8.10341469,11.05942749,5.482601894,11.86233066,2.985931076,4.657007349,0,3.811889181,3.640679559,9.28926448,5.928022935,1.464765829,5.938051389,9.808142379,8.536366913,10.24205444,0.981693354,2.217020628,2.445823251,4.732433606,4.771574691,7.199261522,11.77471543,10.74349629,1.4164892,9.315038034,5.261187317,7.341935752,5.456031154,8.219538345,4.711611552,9.920638481,9.216647339,4.878413611,12.60909189,7.687635734,9.538139032,8.628413219,7.955156123,4.236937884,7.449903154,9.057669628,6.464672709,9.461510574
"74",7.958086835,10.78994287,5.860287084,11.71992765,2.776879886,5.234780041,0.220841899,4.236546573,4.125488497,9.357065695,5.836748257,0.710218446,6.001671198,10.06196168,8.958806295,10.15681806,0.955545107,1.243389377,2.224701981,4.637016193,4.951512458,7.167904934,11.86365266,10.7342487,1.721596476,9.063853774,5.318679161,7.412407641,5.227761278,8.371907632,4.544873248,9.884823397,9.1855933,4.50557164,12.48382419,8.29471276,9.735129528,8.681112086,8.259565418,5.077820274,7.430640182,9.043175947,6.553017561,9.511650209
"75",0,9.920660502,5.437123288,10.30850062,3.67037533,4.663322655,0.545820457,4.92428692,4.955051514,9.357550469,6.70954446,1.306567195,5.939667674,9.256859213,9.043413324,10.38629011,1.335285549,1.394695434,3.206026638,3.74648647,4.854700778,7.465061992,11.33956414,9.727167619,1.694197989,9.77125848,7.075323522,12.16100522,4.709328442,9.999481491,3.289339415,10.48572971,9.095460916,4.643689529,13.25873734,7.138047878,9.854725683,9.027224919,8.226903832,3.165457191,7.755414061,6.621879977,6.649345924,9.839425164
"76",0,9.881175555,5.341397455,10.27256587,4.189772033,4.70945079,0.31140383,4.982472032,4.843416662,9.448541478,6.580642712,1.588390178,5.735716815,9.243073816,9.185564468,10.44940463,1.243700001,2.275368314,3.394127459,3.529432916,4.881836784,7.307899608,11.35327341,9.802130259,1.002935742,9.833183318,6.973544003,12.10792444,4.931262771,9.974128754,3.246215913,10.57701787,9.038568573,4.697531045,13.26671994,7.286391071,9.869555359,9.172609921,8.049990449,3.398695457,7.694776766,6.562311351,6.64123421,9.881364808
"77",0,11.76898052,5.572662022,11.05076767,4.48878271,6.632518523,0,4.577037547,4.951632489,9.135736059,6.355775765,1.530277111,5.973443971,9.992559227,9.16686085,10.2669654,1.322880884,2.247275783,3.504491278,5.73196371,6.180402924,7.783060823,11.97342075,9.612233545,2.803844772,9.495440881,4.62409296,12.32011724,5.146868556,9.718387714,2.936500295,10.38134178,9.393421519,4.256424107,11.47748217,8.596922375,9.910546785,8.759994004,9.141390088,4.406614426,8.155761072,6.337027052,5.772182371,10.1637847
"78",0,11.66219906,5.930077247,11.05676508,4.460644195,6.381199273,0.478106963,4.414317346,4.752441723,9.203293039,6.052525808,1.00520599,5.976253386,10.10789962,9.593982004,10.16984605,1.849222763,2.046970585,3.048377596,5.732071081,6.159525477,7.940494027,11.99792934,9.565055486,2.000800063,9.657656484,4.739074224,12.24990414,5.181727997,9.842550193,3.182052841,10.48202285,9.303406412,4.047736173,11.54249436,8.633809706,9.944084961,8.821066637,8.910714868,3.870216025,8.065734142,6.763498576,5.869790607,10.15404045
"79",0,11.37465639,5.527318114,11.19789177,4.529915314,6.038312167,0,4.428390846,4.791342459,9.094101165,5.983280513,1.19401564,5.636376009,10.06232379,9.032660659,10.01458237,1.699435567,1.886391647,2.519592292,4.313874369,5.360045712,7.595916027,11.68787379,9.611073021,1.715552012,9.459825823,4.982716872,9.102742477,6.051940542,8.824996255,2.249448992,9.898820767,9.349742643,3.756260666,11.67852435,9.123888721,9.787465809,8.767557445,8.253019184,4.989458514,8.112866848,6.544683058,5.780992883,9.817142021
"80",0,11.35422846,5.721869026,11.10629241,4.418806832,5.932623874,0.221906,4.352613463,4.977043121,9.055580244,6.062095617,1.435604889,5.61324603,10.10617789,9.17600785,9.870016987,1.175637651,1.659999632,3.136986536,4.653104647,5.32846605,7.689610379,11.76439646,9.518354606,1.622444073,9.316259062,5.087505236,9.226183489,5.731772247,8.836338451,2.777939038,9.933688118,9.389547266,3.737414704,11.65401881,9.068366226,9.790033797,8.755398648,8.341986755,5.281159154,8.169470717,6.482139081,5.661741751,9.795440996
"81",8.350630902,10.46132659,5.702406652,10.74880858,9.70706411,5.2702511,0,4.692468198,4.659941651,9.531865666,6.186205085,1.7915497,5.503779591,9.973408746,9.686373811,10.23350382,0.788376325,1.41335234,2.932898897,3.261160825,4.544941988,6.917783395,11.85843064,9.533756435,1.648323854,9.777442552,5.872966755,5.739845909,5.272206918,8.680917074,2.810601853,10.45327536,9.231750501,5.147907238,12.15804802,8.647116604,9.908981191,8.884382958,7.508460516,8.319205496,7.835727528,6.731232351,6.434080067,9.905470751
"82",7.732207678,10.837367,5.759009826,11.14163091,10.10509245,4.644699521,0,4.695366218,4.654596712,9.16963585,5.959973383,1.582367089,5.497034639,10.11462137,9.368105409,10.07339882,2.30084938,2.36903952,3.423516001,5.089531798,5.480568378,7.371704688,11.72714478,9.634804552,0.89899442,9.683520228,4.521262548,4.82057924,5.830778426,8.302168599,2.218933589,10.03651029,9.321506269,4.565025009,11.35039665,9.115140287,9.836142001,8.636511897,8.442733698,7.915842236,7.848696284,6.475336284,5.489502549,10.04435432
"83",8.18336155,9.647406361,5.277403945,11.38686246,3.204447598,3.617692057,0,4.170212511,4.368687331,9.075979971,5.817112567,1.647617824,5.142599264,8.594496532,9.305217633,9.816043981,1.176378494,1.747909351,2.754960198,4.097781912,4.895727325,8.032488462,12.2085692,9.661056579,1.916287122,9.220292477,5.900203002,6.173263308,6.073059088,8.252008025,2.779074382,10.69516394,9.558661918,6.172081321,12.68700663,6.650389324,10.05970191,9.413454873,8.413670211,2.103472355,7.951156528,6.492178796,6.899945815,11.16603667
"84",8.137119333,9.665158904,5.831069948,11.42014301,3.902631101,3.557123889,0,3.83437904,3.953824154,9.026783875,6.065751815,0.626094227,5.034369712,8.755742393,9.239259773,9.744041447,0.486692372,1.70183249,2.639553111,4.346902519,5.336527065,7.952702233,12.20059095,9.63130443,1.746673001,9.256477599,5.866429194,6.105775246,5.968661289,8.603369558,2.579961202,10.68844196,9.600156453,6.059139803,12.71108799,6.629622832,10.04783585,9.394385974,8.383495902,3.523491803,7.850639193,6.367703738,6.899911264,11.11167789
"85",8.21347436,10.30561962,5.773187378,10.99615613,10.89001277,4.345566364,0.251220904,4.681267468,4.832614535,9.564340743,5.629138378,1.068411239,5.5603214,10.45350184,10.14799577,10.10213528,1.176429544,1.086287073,2.385433199,3.940287967,4.741261305,7.199308508,12.15010673,9.792672648,1.9659903,10.00546987,4.870094685,5.221843093,5.57291836,8.479509312,2.451061552,11.09490291,9.764467648,5.007850282,12.01889801,8.834002344,10.17420731,9.361286408,8.101378624,6.324508484,7.831988254,7.160570509,6.159295956,10.25667734
"86",8.129875392,10.3254875,6.015890956,11.29814727,10.60465858,3.608439368,0.697939744,4.192394887,5.336521524,9.69279924,5.53261832,1.629189052,5.111562882,10.41142645,10.34093545,9.860393952,1.122812025,1.192805056,2.874626703,3.953128045,4.40367835,7.106531242,12.14536485,9.673960821,1.056908193,10.08353414,4.98382976,5.584668705,5.723190208,8.326432654,0,10.97124613,9.774694033,4.884442887,11.79300943,8.702236122,10.16899187,9.533765637,8.32003606,6.703796522,7.895922943,6.520587584,5.895847675,10.10695389
"87",8.132366695,10.01424146,6.087465901,11.7821032,3.566974221,0,0.86717302,4.594178994,5.100209736,9.150774546,6.619187431,1.369827,5.816004527,8.367785885,9.299634067,9.980287038,0,1.559044063,2.341319996,3.117032073,4.403157868,7.88752258,12.13746154,9.837751961,0,9.031706311,5.697252653,5.457900091,6.203240674,8.996773979,3.416705299,10.74592827,10.01768334,5.827096033,12.82439378,7.176264496,9.84764566,9.838178653,6.887369635,3.195951243,7.932709415,6.529581976,6.443280238,10.8276662
"88",8.123790752,10.04303341,5.515775648,11.72124634,3.737479719,1.100173666,0,4.490245254,4.710974095,9.238461918,6.357670398,1.027643192,5.817312432,8.520761065,9.214777739,10.0856549,0.468302875,0.968717707,2.459428231,3.828787976,4.688111805,7.805126485,12.12434183,9.874375968,1.088016664,8.860294031,5.5321019,5.524824141,6.139294998,8.949783876,3.221603506,10.68472376,10.06649282,5.724383854,12.83939672,7.12269362,9.900137695,9.731255409,6.678001282,3.17440871,7.833739419,6.27889564,6.497529434,10.74584279
"89",7.769363775,10.45239459,5.29737564,11.3836678,5.378789323,4.038050449,0,4.42894369,4.71369608,9.351952671,6.263863069,2.202426757,6.002215648,10.02349849,9.702537644,10.54010808,0.915860339,1.683934351,2.029613923,2.257482848,3.547806632,6.756604009,11.35872074,9.766806025,1.849253872,9.908548521,5.089893183,8.325997228,6.072716527,8.101231885,3.470778784,10.05713296,9.499039325,3.779471356,11.46708309,9.368163858,9.664181541,8.437659426,7.580173014,8.621713371,7.956891905,6.215996959,5.449529803,9.407695659
"90",7.590120713,11.25145296,4.606343788,11.44898678,5.97723639,2.135370301,0,4.617094151,4.103743279,9.197048333,6.05733669,1.345294627,5.711836339,10.06303529,8.247788097,10.63763092,0,0.960900609,0.992005166,2.948304047,2.638706031,6.625259283,11.56731779,9.911650283,2.117737564,8.609084344,4.686102083,7.13321463,4.618298899,7.876808739,1.74553933,9.307038916,10.52567043,3.433225316,11.39511134,8.457934751,9.166121537,8.41530993,6.249395943,6.859472095,7.829553232,3.144306263,4.871724789,9.272880117
"91",7.65376126,11.2640801,4.050288248,11.45315228,5.928735293,2.422076428,0.527300124,4.449523382,4.829407101,9.326438674,5.925880295,1.825760967,5.794281794,10.09772298,8.261182931,10.60613047,0,1.358032548,1.062776809,2.755703572,3.15623141,6.907826075,11.57009667,9.928140343,2.023218858,8.587951502,5.034993109,7.106582461,5.490563299,8.107975532,2.902630315,9.285349141,10.55102551,3.802377697,11.38391052,8.681704931,9.356104208,8.460758385,6.130923982,7.286997485,7.773603924,4.072959683,4.786395936,9.339488358
"92",7.133434505,11.39722618,5.48889718,11.83590261,2.221658758,2.675061356,0,4.206721118,4.569124401,8.932547997,6.16665188,0.860185901,5.703243345,8.077607856,8.489173965,9.719768721,1.140112669,0.460077447,1.74618528,3.019636473,3.046305899,7.691987436,11.52159722,9.922313179,0.913536107,8.626564052,5.686419949,6.585894665,6.0765596,8.035822744,0,9.308006352,10.76561884,4.665393443,12.22110546,8.867521337,9.768133342,9.292743432,4.963547694,4.711762721,7.509482868,6.560026131,5.904804658,9.83119471
"93",7.193154393,11.37261983,5.193096486,11.80114039,3.48886477,2.775352879,0,4.399299197,4.706417314,8.889867042,6.044971388,0.339659425,5.458218833,7.922816436,8.429970868,9.804512825,0,0.793951729,2.347410877,2.493104946,3.290032829,7.689242428,11.53354358,9.89293665,1.104938501,8.52587773,6.074199498,6.530233786,6.170636794,8.094874181,1.148122416,9.362548148,10.77048767,5.147709292,12.23467657,8.781580167,9.77652659,9.202930881,4.757362629,3.734470798,7.523440398,6.494486401,6.125435988,9.870372898
"94",7.965926223,10.65635207,5.245423758,11.13702492,4.312062099,4.158314744,0,3.978141075,4.416657448,9.343227407,5.929774444,1.447937192,5.815466921,9.826941008,9.77280612,10.72415846,0.934690901,1.170688992,2.639018808,3.39353673,4.115511106,6.837428184,11.69948646,9.681126721,2.246794402,9.654914748,6.332227808,7.196488866,6.263358354,8.399491814,2.961044056,9.852525138,8.796633643,4.276158512,12.08984708,9.206783969,9.657107301,8.520130514,7.467549207,7.759026899,7.726809256,6.369269338,5.951480434,9.332060504
"95",8.000769752,10.41294021,5.385595888,11.06971493,3.794653312,4.111681725,0,4.064939865,4.243035116,9.294766295,6.10241526,1.172149526,5.767463468,9.794383436,9.420623603,10.49699231,0.454409559,1.322800842,1.771274479,3.050905724,3.940469228,6.863287666,11.66455808,9.759667749,2.264270696,9.337800903,6.221356182,7.030343852,5.805955941,9.338765863,2.624977968,10.40104326,9.005848394,4.483515779,11.93537187,9.117612098,9.659486534,8.376478405,6.354405,7.774662707,7.766855983,5.803774435,6.275911529,9.477886903
"96",8.068854221,10.36290715,5.317829207,11.19725657,3.686549452,4.239540756,0,4.378377468,4.238893358,9.45118183,6.168017135,1.459195314,5.73494658,9.915467007,9.550234677,10.45569019,0.943173835,1.320177556,2.127220087,3.307421181,3.67421399,6.831104306,11.69917456,9.84704576,1.891030721,9.375805084,6.379852473,7.256795348,5.979672861,8.066188801,2.149065419,10.31566115,8.925320279,4.499760698,11.81278865,9.095063962,9.705562582,8.460809092,6.616070022,7.718323314,7.652301893,5.488107434,6.339563517,9.375630613
"97",6.947456619,11.07162603,5.314633635,9.07317717,2.968992334,7.715420589,1.367793068,4.754459389,5.120279751,8.93947171,7.112028409,3.374455069,6.504590797,10.43942192,9.334187383,10.81852219,1.855242296,2.378697137,2.554981925,4.55177555,5.661736507,8.31754793,12.09962775,8.850398746,2.102356585,9.430219891,4.63348609,7.660765085,6.25773075,5.754985702,2.496091963,10.68534332,9.906127473,4.596971888,11.83152058,5.802774459,10.95407812,9.641458898,8.210219134,3.142398223,8.372737255,5.818229233,6.246955727,10.28986419
"98",7.373848154,10.72721638,5.767909978,7.274199826,3.184905288,8.321267186,1.479315157,4.62046987,5.284779854,9.072339409,7.046165458,4.025006859,6.646281189,10.2825419,9.275106822,10.71509422,1.82315974,2.284473783,2.704086926,3.754032667,5.86665117,8.501654212,12.08170342,8.629704834,1.800832158,9.539290798,4.624118717,6.950540022,6.531558562,5.026396767,2.643986175,10.51936087,9.877545453,4.46868721,11.79698689,6.149064152,11.09207244,9.807872012,8.547963831,0,8.574368991,5.842415346,6.618681225,10.38882761
"99",7.589317556,10.74853802,5.862327277,10.68345412,3.406298474,5.474372037,0.720893206,4.583286096,5.054806297,9.241446685,6.664695082,1.295104684,6.284446436,10.21789418,8.833712453,11.09250581,0.941268278,2.022282107,2.887333319,4.563250141,5.736736712,7.905034923,12.06424023,9.966733844,1.485959249,8.925034742,4.022153369,6.062811897,6.011715095,9.050782048,2.937641747,10.38645829,9.895452103,4.285305472,11.56791335,7.122477377,10.4839016,8.931407998,7.324595271,3.791072626,8.077646471,6.382862871,6.111399545,10.36754642
"100",7.612792344,10.70658585,5.936014585,10.66936482,3.515814798,5.185013257,0,4.604866772,4.794632585,9.236856736,6.659431211,1.553545591,6.071835186,10.14922376,8.872997863,11.12835294,1.440889428,2.299646016,2.874826004,4.519846545,5.593293235,7.913388881,12.04813052,9.964512522,0.878988893,9.042832691,4.008576556,6.238914104,6.199789043,8.870676526,1.871924285,10.5112933,9.926253148,4.188777646,11.54311146,6.985059491,10.46580695,8.871758112,7.310434451,3.69674802,8.16653316,6.28219343,5.95013205,10.42341813
"101",7.586977749,10.72656872,5.940959907,10.75374419,3.282297597,5.876373898,0,4.730286034,5.045646916,9.141045185,6.543842688,1.352592419,6.163450088,10.13193704,8.752136095,11.06006691,1.588650802,2.137566621,2.95069582,4.910459397,5.568476432,8.017729327,12.07039617,9.950404288,0.881284778,8.942263194,4.268046544,6.395201555,6.334290761,8.160740846,1.875579817,10.40759111,9.913655115,4.269431658,11.44793007,7.107473233,10.50039961,8.819207959,7.555044087,2.808235706,8.188927981,6.11268607,6.015941358,10.36769751
"102",9.048050886,9.347434309,5.782768936,5.543121668,4.321258088,8.451321275,0.699251695,4.542355038,4.95648366,8.965099912,6.459899369,3.631229674,5.777256496,10.18143285,9.437309054,10.24016103,1.870318802,2.896289402,3.300173973,4.509970766,5.515705394,8.660152853,12.47125393,8.850939844,0,9.100592459,4.987139933,5.907923233,6.641051845,4.62117725,0.937816106,11.35976971,9.423437461,4.363045034,12.5536112,6.590827266,11.56564174,8.746924691,8.275807217,0,8.515975138,5.608848401,7.254993797,9.762091389
"103",8.981311663,9.356931429,5.521757082,5.278265928,3.498243366,8.7794245,1.58066959,4.070551822,4.782700804,9.066199493,6.258663454,3.50976171,5.869638977,10.21675666,9.250975425,10.49108208,1.775188413,3.152933291,3.289089705,4.05586833,5.587411068,8.305516459,12.39810734,8.962453737,2.057028424,8.790326852,4.658463266,5.809081934,6.950084198,4.533037625,2.941407552,11.14261041,9.38860094,4.372530332,12.33270229,6.771613041,11.47848193,8.795894684,8.209146236,2.730238182,8.486269476,5.62179341,7.25943552,9.796274853
